DeepJet;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, used, central, 2, 0, 2.4, 20, 1000, 0, 1, "1.46818+-0.00104385*x+8.01998e-07*x*x+-2.02643/x" 
1, used, down, 2, 0, 2.4, 20, 1000, 0, 1, "(1.46818+-0.00104385*x+8.01998e-07*x*x+-2.02643/x)*(1-(0.135289+0.000204028*x+-2.62114e-07*x*x))" 
1, used, down_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.46818+-0.00104385*x+8.01998e-07*x*x+-2.02643/x)*(1-(0.117844+0.000229929*x+-2.93825e-07*x*x))" 
1, used, down_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.46818+-0.00104385*x+8.01998e-07*x*x+-2.02643/x)*(1-(0.0658412))" 
1, used, up, 2, 0, 2.4, 20, 1000, 0, 1, "(1.46818+-0.00104385*x+8.01998e-07*x*x+-2.02643/x)*(1+(0.135289+0.000204028*x+-2.62114e-07*x*x))" 
1, used, up_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.46818+-0.00104385*x+8.01998e-07*x*x+-2.02643/x)*(1+(0.117844+0.000229929*x+-2.93825e-07*x*x))" 
1, used, up_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(1.46818+-0.00104385*x+8.01998e-07*x*x+-2.02643/x)*(1+(0.0658412))" 
2, used, central, 2, 0, 2.4, 20, 1000, 0, 1, "0.864506+2.79354/sqrt(x)" 
2, used, down, 2, 0, 2.4, 20, 1000, 0, 1, "(0.864506+2.79354/sqrt(x))*(1-(0.217324+0.000260466*x+-3.2424e-07*x*x))" 
2, used, down_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.864506+2.79354/sqrt(x))*(1-(0.203031+0.00025932*x+-3.26627e-07*x*x))" 
2, used, down_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.864506+2.79354/sqrt(x))*(1-(0.0867079))" 
2, used, up, 2, 0, 2.4, 20, 1000, 0, 1, "(0.864506+2.79354/sqrt(x))*(1+(0.217324+0.000260466*x+-3.2424e-07*x*x))" 
2, used, up_correlated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.864506+2.79354/sqrt(x))*(1+(0.203031+0.00025932*x+-3.26627e-07*x*x))" 
2, used, up_uncorrelated, 2, 0, 2.4, 20, 1000, 0, 1, "(0.864506+2.79354/sqrt(x))*(1+(0.0867079))" 
