OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula 
L,used,central,0,0.0,2.5,20.0,1000.0,0.0,1.0,1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x 
L,used,down,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x)*(1-(0.0521603+2.83526e-05*x+-4.35156e-08*x*x)) 
L,used,down_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x)*(1-(0.039047+3.3822e-05*x+-5.45325e-08*x*x)) 
L,used,down_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x)*(1-(0.0352221)) 
L,used,up,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x)*(1+(0.0521603+2.83526e-05*x+-4.35156e-08*x*x)) 
L,used,up_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x)*(1+(0.039047+3.3822e-05*x+-5.45325e-08*x*x)) 
L,used,up_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.02103+0.00020673*x+-1.37579e-07*x*x+5.45282/x)*(1+(0.0352221)) 
M,used,central,0,0.0,2.5,20.0,1000.0,0.0,1.0,1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x 
M,used,down,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x)*(1-(0.079916+0.000250233*x+-2.41117e-07*x*x)) 
M,used,down_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x)*(1-(0.0587632+0.000292662*x+-2.82585e-07*x*x)) 
M,used,down_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x)*(1-(0.0572327)) 
M,used,up,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x)*(1+(0.079916+0.000250233*x+-2.41117e-07*x*x)) 
M,used,up_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x)*(1+(0.0587632+0.000292662*x+-2.82585e-07*x*x)) 
M,used,up_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(1.09411+-0.000277731*x+2.47948e-07*x*x+-0.65943/x)*(1+(0.0572327)) 
T,used,central,0,0.0,2.5,20.0,1000.0,0.0,1.0,0.817821+1.44089/sqrt(x) 
T,used,down,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.817821+1.44089/sqrt(x))*(1-(0.161526+0.000272842*x+-2.42585e-07*x*x)) 
T,used,down_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.817821+1.44089/sqrt(x))*(1-(0.126369+0.000311823*x+-2.7988e-07*x*x)) 
T,used,down_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.817821+1.44089/sqrt(x))*(1-(0.108788)) 
T,used,up,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.817821+1.44089/sqrt(x))*(1+(0.161526+0.000272842*x+-2.42585e-07*x*x)) 
T,used,up_correlated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.817821+1.44089/sqrt(x))*(1+(0.126369+0.000311823*x+-2.7988e-07*x*x)) 
T,used,up_uncorrelated,0,0.0,2.5,20.0,1000.0,0.0,1.0,(0.817821+1.44089/sqrt(x))*(1+(0.108788)) 
L,used,central,4,0.0,2.5,20.0,1000.0,0.0,1.0,1.18937+-0.00857724*log(x+19)*log(x+18)*(3-0.383847*log(x+18)) 
L,used,central,5,0.0,2.5,20.0,1000.0,0.0,1.0,1.18937+-0.00857724*log(x+19)*log(x+18)*(3-0.383847*log(x+18)) 
L,used,down,4,0.0,2.5,20.0,30.0,0.0,1.0,1.18937+-0.00857724*log(x+19)*log(x+18)*(3-0.383847*log(x+18))-0.066913552582263947 
L,used,down,4,0.0,2.5,30.0,50.0,0.0,1.0,1.18937+-0.00857724*log(x+19)*log(x+18)*(3-0.383847*log(x+18))-0.02244526706635952 
L,used,down,4,0.0,2.5,50.0,70.0,0.0,1.0,1.18937+-0.00857724*log(x+19)*log(x+18)*(3-0.383847*log(x+18))-0.038194619119167328 
L,used,down,4,0.0,2.5,70.0,100.0,0.0,1.0,1.18937+-0.00857724*log(x+19)*log(x+18)*(3-0.383847*log(x+18))-0.076192915439605713 
L,used,down,4,0.0,2.5,100.0,140.0,0.0,1.0,1.18937+-0.00857724*log(x+19)*log(x+18)*(3-0.383847*log(x+18))-0.10599268972873688 
L,used,down,4,0.0,2.5,140.0,200.0,0.0,1.0,1.18937+-0.00857724*log(x+19)*log(x+18)*(3-0.383847*log(x+18))-0.15883654356002808 
L,used,down,4,0.0,2.5,200.0,300.0,0.0,1.0,1.18937+-0.00857724*log(x+19)*log(x+18)*(3-0.383847*log(x+18))-0.15170833468437195 
