DeepJet;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
2, used, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.88695+((0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18)))))))-0.17628683149814606)" 
2, used, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.88695+((0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18)))))))-0.051981218159198761)" 
2, used, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.88695+((0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18)))))))-0.050429824739694595)" 
2, used, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.88695+((0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18)))))))-0.04733777791261673)" 
2, used, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.88695+((0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18)))))))-0.038654692471027374)" 
2, used, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.88695+((0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18)))))))-0.043877318501472473)" 
2, used, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.88695+((0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18)))))))-0.091964580118656158)" 
2, used, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.88695+((0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18)))))))-0.16938672959804535)" 
2, used, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.88695+((0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18)))))))-0.29576486349105835)" 
2, used, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.88695+((0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18)))))))-0.05036766454577446)" 
2, used, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.88695+((0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18)))))))-0.014851776883006096)" 
2, used, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.88695+((0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18)))))))-0.014408521354198456)" 
2, used, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.88695+((0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18)))))))-0.013525079004466534)" 
2, used, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.88695+((0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18)))))))-0.011044197715818882)" 
2, used, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.88695+((0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18)))))))-0.012536376714706421)" 
2, used, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.88695+((0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18)))))))-0.026275593787431717)" 
2, used, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.88695+((0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18)))))))-0.048396207392215729)" 
2, used, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.88695+((0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18)))))))-0.084504246711730957)" 
2, used, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.88695+(0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18))))))))+0.17628683149814606" 
2, used, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.88695+(0.000743492*(log(x+19)*(log(x+18)*(3-(-(0.0812416*log(x+18))))))))+0.051981218159198761" 
