DeepJet;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
2, used, down, 0, -2.5, 2.5, 20, 30, 0, 1, "1.28462+((-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18)))))))-0.055408574640750885)" 
2, used, down, 0, -2.5, 2.5, 30, 50, 0, 1, "1.28462+((-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18)))))))-0.020036188885569572)" 
2, used, down, 0, -2.5, 2.5, 50, 70, 0, 1, "1.28462+((-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18)))))))-0.019829634577035904)" 
2, used, down, 0, -2.5, 2.5, 70, 100, 0, 1, "1.28462+((-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18)))))))-0.034627065062522888)" 
2, used, down, 0, -2.5, 2.5, 100, 140, 0, 1, "1.28462+((-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18)))))))-0.050895512104034424)" 
2, used, down, 0, -2.5, 2.5, 140, 200, 0, 1, "1.28462+((-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18)))))))-0.048012278974056244)" 
2, used, down, 0, -2.5, 2.5, 200, 300, 0, 1, "1.28462+((-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18)))))))-0.11472807079553604)" 
2, used, down, 0, -2.5, 2.5, 300, 600, 0, 1, "1.28462+((-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18)))))))-0.048659168183803558)" 
2, used, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.28462+((-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18)))))))-0.087604999542236328)" 
2, used, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.28462+(-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18))))))))+0.1939300149679184" 
2, used, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.28462+(-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18))))))))+0.070126660168170929" 
2, used, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.28462+(-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18))))))))+0.069403722882270813" 
2, used, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.28462+(-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18))))))))+0.12119472771883011" 
2, used, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.28462+(-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18))))))))+0.17813429236412048" 
2, used, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.28462+(-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18))))))))+0.16804297268390656" 
2, used, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.28462+(-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18))))))))+0.40154823660850525" 
2, used, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.28462+(-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18))))))))+0.17030708491802216" 
2, used, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.28462+(-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18))))))))+0.30661749839782715" 
2, used, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.28462+(-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18))))))))+0.055408574640750885" 
2, used, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.28462+(-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18))))))))+0.020036188885569572" 
2, used, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.28462+(-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18))))))))+0.019829634577035904" 
2, used, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.28462+(-(0.0149197*(log(x+19)*(log(x+18)*(3-(0.392618*log(x+18))))))))+0.034627065062522888" 
