DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, used, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.967274+(8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18))))))))+0.0075958417728543282" 
0, used, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.967274+(8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18))))))))+0.0082953805103898048" 
0, used, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.967274+(8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18))))))))+0.016126224771142006" 
0, used, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.967274+(8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18))))))))+0.05788731575012207" 
0, used, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.967274+(8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18))))))))+0.079487986862659454" 
1, used, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))" 
1, used, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))" 
1, used, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.934639+((5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))-0.11033201217651367)" 
1, used, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.934639+((5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))-0.033867761492729187)" 
1, used, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.934639+((5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))-0.04495764896273613)" 
1, used, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.934639+((5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))-0.034929923713207245)" 
1, used, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.934639+((5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))-0.030670741572976112)" 
1, used, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.934639+((5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))-0.033969603478908539)" 
1, used, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.934639+((5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))-0.080651089549064636)" 
1, used, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.934639+((5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))-0.20888850092887878)" 
1, used, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.934639+((5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))-0.26648637652397156)" 
1, used, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.934639+((5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))-0.036777336150407791)" 
1, used, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.934639+((5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))-0.011289253830909729)" 
1, used, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.934639+((5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))-0.014985882677137852)" 
1, used, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.934639+((5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))-0.011643307283520699)" 
1, used, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.934639+((5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))-0.010223580524325371)" 
1, used, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.934639+((5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))-0.011323201470077038)" 
1, used, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.934639+((5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))-0.026883697137236595)" 
1, used, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.934639+((5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))-0.069629497826099396)" 
1, used, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.934639+((5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18)))))))-0.088828794658184052)" 
1, used, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18))))))))+0.11033201217651367" 
1, used, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18))))))))+0.033867761492729187" 
1, used, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18))))))))+0.04495764896273613" 
1, used, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18))))))))+0.034929923713207245" 
1, used, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18))))))))+0.030670741572976112" 
1, used, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.934639+(5.3539e-06*(log(x+19)*(log(x+18)*(3-(-(45.0991*log(x+18))))))))+0.033969603478908539" 
